name;label;frameTime;F0semitoneFrom27.5Hz_sma3nz_amean;F0semitoneFrom27.5Hz_sma3nz_stddevNorm;F0semitoneFrom27.5Hz_sma3nz_percentile20.0;F0semitoneFrom27.5Hz_sma3nz_percentile50.0;F0semitoneFrom27.5Hz_sma3nz_percentile80.0;F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2;F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope;F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope;F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope;F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope;loudness_sma3_amean;loudness_sma3_stddevNorm;loudness_sma3_percentile20.0;loudness_sma3_percentile50.0;loudness_sma3_percentile80.0;loudness_sma3_pctlrange0-2;loudness_sma3_meanRisingSlope;loudness_sma3_stddevRisingSlope;loudness_sma3_meanFallingSlope;loudness_sma3_stddevFallingSlope;spectralFlux_sma3_amean;spectralFlux_sma3_stddevNorm;mfcc1_sma3_amean;mfcc1_sma3_stddevNorm;mfcc2_sma3_amean;mfcc2_sma3_stddevNorm;mfcc3_sma3_amean;mfcc3_sma3_stddevNorm;mfcc4_sma3_amean;mfcc4_sma3_stddevNorm;jitterLocal_sma3nz_amean;jitterLocal_sma3nz_stddevNorm;shimmerLocaldB_sma3nz_amean;shimmerLocaldB_sma3nz_stddevNorm;HNRdBACF_sma3nz_amean;HNRdBACF_sma3nz_stddevNorm;logRelF0-H1-H2_sma3nz_amean;logRelF0-H1-H2_sma3nz_stddevNorm;logRelF0-H1-A3_sma3nz_amean;logRelF0-H1-A3_sma3nz_stddevNorm;F1frequency_sma3nz_amean;F1frequency_sma3nz_stddevNorm;F1bandwidth_sma3nz_amean;F1bandwidth_sma3nz_stddevNorm;F1amplitudeLogRelF0_sma3nz_amean;F1amplitudeLogRelF0_sma3nz_stddevNorm;F2frequency_sma3nz_amean;F2frequency_sma3nz_stddevNorm;F2bandwidth_sma3nz_amean;F2bandwidth_sma3nz_stddevNorm;F2amplitudeLogRelF0_sma3nz_amean;F2amplitudeLogRelF0_sma3nz_stddevNorm;F3frequency_sma3nz_amean;F3frequency_sma3nz_stddevNorm;F3bandwidth_sma3nz_amean;F3bandwidth_sma3nz_stddevNorm;F3amplitudeLogRelF0_sma3nz_amean;F3amplitudeLogRelF0_sma3nz_stddevNorm;alphaRatioV_sma3nz_amean;alphaRatioV_sma3nz_stddevNorm;hammarbergIndexV_sma3nz_amean;hammarbergIndexV_sma3nz_stddevNorm;slopeV0-500_sma3nz_amean;slopeV0-500_sma3nz_stddevNorm;slopeV500-1500_sma3nz_amean;slopeV500-1500_sma3nz_stddevNorm;spectralFluxV_sma3nz_amean;spectralFluxV_sma3nz_stddevNorm;mfcc1V_sma3nz_amean;mfcc1V_sma3nz_stddevNorm;mfcc2V_sma3nz_amean;mfcc2V_sma3nz_stddevNorm;mfcc3V_sma3nz_amean;mfcc3V_sma3nz_stddevNorm;mfcc4V_sma3nz_amean;mfcc4V_sma3nz_stddevNorm;alphaRatioUV_sma3nz_amean;hammarbergIndexUV_sma3nz_amean;slopeUV0-500_sma3nz_amean;slopeUV500-1500_sma3nz_amean;spectralFluxUV_sma3nz_amean;loudnessPeaksPerSec;VoicedSegmentsPerSec;MeanVoicedSegmentLengthSec;StddevVoicedSegmentLengthSec;MeanUnvoicedSegmentLength;StddevUnvoicedSegmentLength;equivalentSoundLevel_dBp
'03a01Fa';happiness;0.0;31.19023;0.1524864;27.76216;31.406840000000006;36.35231;8.590143;34.62402;11.04677;91.75531;43.34885;0.696801;0.8630781;0.21476750000000006;0.5094048;1.128679;0.9139112;12.42011;6.053562;15.86289;7.684804;0.446695;1.224715;14.89524;1.163175;5.973326;2.630625;12.61804;1.188913;0.7683207;14.58626;0.04784746;1.000485;1.605194;0.8166919;5.31042;0.7541818;7.979724000000001;1.1235190000000002;21.04095;0.507004;619.1727;0.2460901;1393.976;0.1247086;-98.96952;-0.9119465;1607.964;0.1073349;1021.439;0.2766197;-103.3341;-0.8118618000000001;2586.897;0.08108428;910.6813;0.2566849;-105.837;-0.7699552;-13.88928;-0.6104954;23.21326;0.3522803;0.0195599;1.084309;-0.01293171;-1.046593;0.6621964;0.9991851;23.88361;0.4369793;8.593406;2.024981;13.05341;1.314847;-1.895501;-5.273753;-5.667033;16.151020000000006;-0.01235102;0.01089674;0.2189219;4.255319;3.278689;0.15666670000000002;0.08459052;0.1085714;0.03642156;-21.64793
'03a01Nc';neutral;0.0;26.68655;0.3080644;22.44501;26.35255;28.85726;6.412243;1325.428;1668.17;273.9196;251.2636;0.8263459999999999;0.8867120999999999;0.1363303;0.7300365;1.337338;1.201008;17.07623;8.859367;17.24162;11.38676;0.5698877;0.9864557;23.28921;0.7989775;2.449338;5.345328;14.32097;0.9521136999999998;1.26525;7.879286;0.04359511;0.7068114999999999;1.930157;0.9639112;3.810335;0.8913513000000001;3.031266;2.777529;21.59485;0.6382661999999999;470.827;0.2452308;1359.138;0.2298576;-115.3418;-0.7858679000000001;1447.705;0.1094416;1016.908;0.1813082;-118.6357;-0.7088383;2433.7270000000008;0.06491974;945.3519;0.362373;-121.0266;-0.6730899;-13.19454;-0.6869395;22.92727;0.4040784;0.01079836;1.640642;-0.01612797;-0.8160025;0.7612385;0.5343289000000001;32.32954;0.5196337000000001;1.079065;11.49745;20.19734;0.7176018;-0.04223565;-251.5671;-11.60224;22.97519;-0.02044897;0.006947912;0.4490198;6.25;4.516129;0.08857142;0.05767608;0.0975;0.04918079;-18.01002
'03a01Wa';anger;0.0;34.30344;0.1020697;30.50083;33.58849;37.35916;6.858328;28.70278;0.6857871999999999;-12.90564;29.93311;1.163485;0.8761479999999999;0.2012353;0.83435;2.105467;1.904232;23.47296;11.91726;23.40688;12.53582;0.7381893;1.081888;10.5487;1.565569;-6.946344;-2.763684;9.013171;1.7209720000000002;-4.248324;-3.1156200000000003;0.04012283;0.8097116;1.685375;0.7074254;4.126107;1.070745;10.20152;1.127944;11.99678;0.6338520000000001;717.5018;0.3486803;1426.8829999999996;0.17799579999999998;-102.7259;-0.8939013000000001;1643.8239999999996;0.1105161;1177.92;0.2736635;-97.53094;-0.9427383;2573.705;0.06555672;1000.135;0.280479;-100.46700000000001;-0.8864663;-3.418939;-2.131876;15.22879;0.3925388;0.04655699;0.5455513000000001;0.001243814;13.1443;1.08818;0.7675907;17.8172;0.5839647;-14.59233;-1.43736;10.8089;1.515895;-8.435194000000001;-1.931594;-0.9979873;12.38558;0.01466927;0.01239442;0.3883664;4.83871;3.314917;0.15;0.07302967;0.1114286;0.06033918;-17.85531
'03a02Fc';happiness;0.0;37.58125;0.1086854;34.08247;37.37872;41.22798;7.145508;30.241940000000003;14.83969;38.3382;20.87697;0.8886738999999999;0.8622056999999999;0.1748866;0.6720755;1.595694;1.420808;16.61076;7.888471000000001;17.229329999999994;3.991488;0.5300599;1.13525;11.21261;1.142727;4.153587;3.1377200000000003;5.891967;3.133577;-2.384213;-7.303008;0.03855026;1.076375;1.194028;0.8248528;8.213587;0.5219967000000001;10.51359;0.9213011;16.71571;0.5396249;709.685;0.29982990000000004;1361.65;0.1578578;-84.47383;-1.026051;1615.1370000000004;0.10848339999999998;1095.728;0.2770791;-82.30769000000002;-0.9851744;2557.299;0.06188237;857.7774;0.19913670000000006;-84.45915;-0.9420488;-12.84034;-0.7082473000000001;21.74214;0.4216354000000001;0.03530682;0.8229629;-0.003291574;-4.468518;0.6985364000000001;0.9208487;14.95671;0.8154475;4.839252;3.159862;7.941092;2.6690720000000003;-3.891583;-5.311662;-5.103197;15.92929;-0.007576475;0.01558521;0.2436823;4.522613;2.5773200000000003;0.24600000000000002;0.21095970000000006;0.09999999;0.04203173;-18.06222
'03a02Nc';neutral;0.0;25.03913;0.1166059;21.22398;26.19911;27.71817;6.494194;19.42414;10.72442;27.53867;6.88876;0.8998779;0.7573211999999999;0.2068439;0.7690225;1.618215;1.411371;16.61038;7.590387;21.0389;13.89346;0.6813424;0.9255334;22.60441;0.7672486999999999;8.121777;1.597549;20.32505;0.9145049;3.586774;3.474059;0.027585900000000003;0.6866423;1.901177;0.7856873000000001;4.4356;0.5011818;-0.4290981;-7.23031;24.19489;0.3047376;430.124;0.24145770000000005;1249.218;0.1014602;-87.12259;-1.046539;1444.2120000000002;0.1201607;903.8154;0.2272777;-96.87561;-0.8579493;2422.6710000000007;0.05020318;831.7634;0.2711101;-100.1962;-0.8041162;-15.57169;-0.4557016;25.03267;0.287059;0.001048885;26.87019;-0.01188671;-1.176129;0.9084555;0.6446729999999999;31.40783;0.4457825;7.176939999999999;2.050888;27.28378;0.7633268;5.601755000000002;2.211562;-13.27298;23.82409;-0.03508548;0.005546608000000001;0.4441578;6.338028;3.649635;0.14800000000000002;0.13013840000000002;0.08666667;0.02624669;-16.10983
'03a02Ta';sadness;0.0;23.19914;0.06316569;21.32285;23.5597;24.73726;3.41441;14.05679;8.385071;15.16537;7.379313000000002;0.7875354999999999;0.6707223000000001;0.2318463;0.7495934;1.296938;1.065092;14.033879999999998;8.596282;11.37294;5.534625;0.5197404999999999;0.8170893;16.06231;1.234697;10.7407;0.8592879999999999;17.573970000000006;1.113352;1.241072;9.801451;0.03806768;0.6006579000000001;1.405096;0.8812349;5.035095;0.3146894;2.011291;0.9055377;28.30971;0.17768270000000005;465.7048;0.3192481;1270.929;0.1069002;-129.4379;-0.680236;1453.1029999999996;0.1632494;979.2457;0.3000848;-136.4635;-0.5809063;2404.523;0.09273527;853.8823;0.3283421;-138.1238;-0.5575614999999999;-18.90833;-0.3665162;27.57581;0.2879514;-0.01952624;-1.028284;-0.01168804;-1.42049;0.7297378999999999;0.6420835;31.23106;0.4093124;15.344320000000002;0.4088266;28.79218;0.7137564000000001;6.890584;1.868754;-6.580761;15.85232;-0.02073565;0.002861863;0.4270048;6.395349;2.994012;0.114;0.0643739;0.165;0.12658989999999998;-18.05329
'03a02Wb';anger;0.0;34.93797;0.1127637;31.579190000000004;34.199020000000004;39.74215;8.162952;48.62707;1.24429;38.74974;23.54095;1.021844;0.7653839;0.2631161;0.8085378000000001;1.7869419999999998;1.523826;19.5933;9.834291;17.81419;8.404668;0.5643778;0.9960945;7.414867;2.111601;3.369391;4.775767;12.92148;1.553982;0.4849600000000001;39.89538;0.0321738;0.7648001;1.470684;0.8407671;4.867064;0.7821304;12.99662;0.7377087;12.52186;0.6531130999999999;724.6357;0.3239136;1388.1470000000004;0.2084528;-107.3314;-0.8133781999999999;1639.521;0.117099;982.416;0.2685323;-103.5567;-0.8176581;2570.749;0.0611867;919.4353;0.2489001;-101.9574;-0.8448773999999999;-5.936303;-1.254485;14.50606;0.5872917;0.03861026;0.6597445;0.003423115;4.874787;0.7745956999999999;0.7666874;11.22047;1.263413;0.9450154;18.54832;18.33889;1.216378;-3.619969;-5.925478;-4.6449620000000005;15.24855;8.540661e-05;0.01699726;0.3573544;5.687204;4.368932;0.1111111;0.06226189;0.10625;0.04060095;-19.62487
'03a02Wc';anger;0.0;38.26192;0.1005267;34.360209999999995;39.06245;41.60997;7.2497669999999985;27.72875;18.69712;40.90117;10.63813;0.9651061;0.8945915000000001;0.2125069;0.7135744;1.550522;1.338015;21.19579;9.423181;26.30061;16.556720000000002;0.6050581;1.239257;10.45519;1.285213;-8.667302000000001;-2.060996;8.155322;1.822261;-5.791187;-3.677366;0.04787208;1.11737;1.529115;0.9190783;4.893176;0.5964659000000001;11.21087;0.981226;9.324165;0.6700712;814.0865;0.2340405;1236.972;0.192402;-95.18829;-0.9443548;1731.536;0.1002117;1164.872;0.2775238;-85.19466;-1.017819;2532.29;0.05680862;980.6837;0.2323794;-85.32411;-1.015567;-1.950988;-2.665267;10.51595;0.6780142;0.05169365;0.5440725000000001;0.006453173;3.282914;0.7729235999999999;1.022988;10.83506;1.165303;-16.22794;-1.039404;10.19683;1.60781;-11.6679;-1.930187;-6.046603;16.96894;0.01768454;0.01574335;0.4180744000000001;5.405406;4.195804;0.1333333;0.085375;0.07142857;0.03356383;-19.90873
'03a04Ad';fear;0.0;37.30175;0.05197958;36.10379;37.36569;38.90349000000001;2.799698;179.8785;152.0219;21.5085;5.763438;1.066605;0.719362;0.4697736;0.8044705;1.846429;1.376656;20.26107;10.36614;22.95569;16.96238;0.6460121;1.056774;9.482897;1.702905;2.249381;6.0751870000000014;3.697749;4.421957;-3.312711;-3.4012290000000003;0.03866734;0.8612066999999999;1.565683;0.5211842000000001;7.057444;0.4448616;10.27469;0.910105;17.558510000000002;0.4063631;749.9751;0.2313697;1397.6070000000002;0.21843850000000006;-97.49989;-0.8419055000000001;1676.928;0.141147;1133.624;0.2363753;-95.77974;-0.8239495000000001;2572.557;0.08145806;970.8567;0.2467179;-98.42607;-0.7769906999999999;-7.318375;-1.236899;18.54903;0.6097425;0.04374915;0.4561608;-0.0032996;-3.839954;0.7483513;0.7513859;13.85882;1.055161;0.7988759;14.72071;2.132591;7.212513;-6.644453;-1.33721;-3.11487;13.52232;0.01058232;0.008112176;0.5637101;4.026846;5.555556;0.09625;0.05023383;0.05555555;0.02671292;-18.527
'03a04Fd';happiness;0.0;33.83919;0.1489324;27.7615;35.70825;37.21521;9.453714;115.2492;87.51305;43.11377;44.07015;0.808189;1.074365;0.1541057;0.4126766;1.50691;1.352804;20.19528;14.923429999999998;20.27195;12.10297;0.5783276999999999;1.435345;15.05303;1.10075;0.2079996;80.51991;6.775636;2.870784;-2.872628;-5.032307;0.03897471;0.9187921999999998;2.19442;0.6976084;5.570308;0.7188254;8.586405000000001;1.048235;19.72928;0.5124793;590.445;0.2649957000000001;1505.185;0.1247731;-108.12200000000001;-0.7962225;1517.4229999999998;0.1011983;1183.021;0.2383031;-100.2814;-0.8427764000000001;2449.889;0.07468519;1065.529;0.3007183;-104.0815;-0.7739296999999999;-9.947283;-1.087399;21.45128;0.5152425;0.03704127;0.8023725;-0.006545764;-1.879352;0.8831171;1.111467;23.5285;0.5317552;-4.129785;-4.552778;4.5338970000000005;5.054901;-11.37432;-1.177712;-7.163598;16.485229999999998;-0.002464487;0.01064367;0.26291820000000005;3.571429;5.521472;0.08777777;0.07145748;0.07111111;0.02766644;-18.38281
